"","year","gross","budget","genres1","genres2","genres3","genres4","genres5","genres6"
"2402",2003,60057639,1.8e+07,"Comedy","Drama",NA,NA,NA,NA
"2403",1997,53868030,1.7e+07,"Comedy","Crime","Drama",NA,NA,NA
"2404",2016,59573085,1.8e+07,"Comedy","Crime",NA,NA,NA,NA
"2405",2011,52691009,2.1e+07,"Comedy","Family","Romance",NA,NA,NA
"2406",1987,59735548,1.5e+07,"Comedy","Family",NA,NA,NA,NA
"2407",1984,51600000,1.8e+07,"Action","Horror","Sci-Fi",NA,NA,NA
"2408",2008,43818159,2e+07,"Biography","Drama","History","Music",NA,NA
"2409",2004,86049418,1.7e+07,"Horror","Mystery",NA,NA,NA,NA
"2410",2003,43601508,1.8e+07,"Comedy",NA,NA,NA,NA,NA
"2411",2001,41300105,19800000,"Comedy","Drama","Romance",NA,NA,NA
"2412",NA,NA,NA,"Drama","Mystery",NA,NA,NA,NA
"2413",1986,41382841,1.8e+07,"Comedy","Drama","Romance",NA,NA,NA
"2414",2014,42335698,1.8e+07,"Comedy","Drama","Fantasy","Romance",NA,NA
"2415",2013,33404871,1.8e+07,"Comedy","Drama","Romance",NA,NA,NA
"2416",2006,31471430,1.5e+07,"Drama",NA,NA,NA,NA,NA
"2417",2003,30222640,2.5e+07,"Drama","History","Thriller",NA,NA,NA
"2418",1989,26830000,1.8e+07,"Drama","Music","Romance",NA,NA,NA
"2419",1996,26906039,1.8e+07,"Drama","History","War",NA,NA,NA
"2420",1980,21378000,1e+06,"Action","Comedy",NA,NA,NA,NA
"2421",2011,43853424,1.8e+07,"Fantasy","Horror",NA,NA,NA,NA
"2422",1970,NA,1.8e+07,"Biography","Drama","Family","Sport",NA,NA
"2423",2009,23993605,1.8e+07,"Comedy","Drama","War",NA,NA,NA
"2424",1984,26400000,1.8e+07,"Comedy","Crime","Drama",NA,NA,NA
"2425",1980,45250,1.8e+07,"Action","Adventure","Fantasy",NA,NA,NA
"2426",2009,22927390,1.8e+07,"Biography","Drama","Sport",NA,NA,NA
"2427",1985,4250320,1.8e+07,"Drama","Romance",NA,NA,NA,NA
"2428",2009,22452209,1.8e+07,"Adventure","Fantasy","Mystery","Thriller",NA,NA
"2429",2010,18329466,1.8e+07,"Comedy","Drama","Musical","Romance",NA,NA
"2430",2000,17071230,1.8e+07,"Adventure","Biography","Drama","Thriller",NA,NA
"2431",2000,17174870,1.8e+07,"Comedy","Crime",NA,NA,NA,NA
"2432",2015,26284475,1.7e+07,"Drama","Music","Romance",NA,NA,NA
"2433",2004,16702864,1.8e+07,"Comedy",NA,NA,NA,NA,NA
"2434",2001,15561627,1.8e+07,"Comedy","Crime",NA,NA,NA,NA
"2435",2015,17750583,3e+07,"Drama",NA,NA,NA,NA,NA
"2436",2009,14793904,1.8e+07,"Biography","Drama",NA,NA,NA,NA
"2437",2009,15281286,1.8e+07,"Comedy","Romance",NA,NA,NA,NA
"2438",1981,8e+06,1.8e+07,"Comedy","Drama","Romance",NA,NA,NA
"2439",2001,13491653,1.8e+07,"Action","Adventure","Western",NA,NA,NA
"2440",1981,NA,1.8e+07,"Drama","Thriller",NA,NA,NA,NA
"2441",2013,10494494,1.8e+07,"Mystery","Thriller",NA,NA,NA,NA
"2442",1997,7837632,1.8e+07,"Action","Crime","Thriller",NA,NA,NA
"2443",2014,15155772,1.8e+07,"Drama",NA,NA,NA,NA,NA
"2444",1989,8508843,1.8e+07,"Comedy","Drama","Romance",NA,NA,NA
"2445",2004,7739049,1.8e+07,"Adventure","Comedy",NA,NA,NA,NA
"2446",1986,6734844,1.7e+07,"Comedy","Drama","Romance",NA,NA,NA
"2447",1981,6e+06,1.8e+07,"Drama","Romance",NA,NA,NA,NA
"2448",2009,6615578,1.3e+07,"Action","Adventure","Fantasy",NA,NA,NA
"2449",1994,5887457,1.8e+07,"Biography","Drama","Romance",NA,NA,NA
"2450",2013,13362308,1.8e+07,"Biography","Comedy","Drama",NA,NA,NA
"2451",2007,5701643,2e+07,"Drama",NA,NA,NA,NA,NA
"2452",2008,5694401,1.8e+07,"Adventure","Biography","Drama","History","War",NA
"2453",1982,5333658,2e+07,"Action","Crime","Thriller",NA,NA,NA
"2454",1996,4414535,1.8e+07,"Action","Sci-Fi",NA,NA,NA,NA
"2455",2009,4806750,NA,"Drama",NA,NA,NA,NA,NA
"2456",2016,3707794,1.8e+07,"Biography","Drama","Music","Romance",NA,NA
"2457",2003,3203044,1.8e+07,"Adventure","Drama","Sci-Fi","Thriller",NA,NA
"2458",2013,4435083,1.8e+07,"Comedy","Romance",NA,NA,NA,NA
"2459",NA,NA,NA,"Biography","Drama","Romance","War",NA,NA
"2460",2009,2222647,1.2e+07,"Drama","Mystery",NA,NA,NA,NA
"2461",2016,NA,NA,"Drama","Mystery",NA,NA,NA,NA
"2462",1986,3500000,2700000,"Horror",NA,NA,NA,NA,NA
"2463",2002,676698,1.8e+07,"Action","Horror","Romance","Sci-Fi","Thriller",NA
"2464",2013,3419967,NA,"Crime","Drama","Mystery","Thriller",NA,NA
"2465",2008,NA,1.8e+07,"Music",NA,NA,NA,NA,NA
"2466",NA,145118,NA,"Crime","Drama","Thriller",NA,NA,NA
"2467",2009,NA,1.8e+07,"Biography","Crime","Drama","Thriller",NA,NA
"2468",1999,229311,11350000,"Thriller",NA,NA,NA,NA,NA
"2469",1985,NA,3500000,"Action","Drama","History","Romance","War","Western"
"2470",2016,NA,1.8e+07,"Horror",NA,NA,NA,NA,NA
"2471",2006,63260,1.4e+07,"Action","Crime","Drama","Thriller",NA,NA
"2472",2015,NA,1.1e+07,"Action","Animation","Sci-Fi","Thriller",NA,NA
"2473",1985,NA,17900000,"Drama","Western",NA,NA,NA,NA
"2474",2012,NA,1.4e+07,"Action","Adventure","Fantasy",NA,NA,NA
"2475",2007,121463226,2e+07,"Drama","Horror","Mystery","Thriller",NA,NA
"2476",2009,90485233,NA,"Comedy",NA,NA,NA,NA,NA
"2477",2014,NA,1.8e+07,"Comedy","Crime","Drama",NA,NA,NA
"2478",2008,58006147,2.3e+07,"Action","Horror",NA,NA,NA,NA
"2479",2005,51053787,17500000,"Drama","Music","Musical","Romance",NA,NA
"2480",2004,23472900,17500000,"Action","Animation","Comedy","Crime","Family",NA
"2481",2007,39687528,2.4e+07,"Drama","History","War",NA,NA,NA
"2482",2013,7017178,17500000,"Action","Crime","Drama","Thriller",NA,NA
"2483",2014,NA,1.8e+07,"Drama","Family","Music","Musical",NA,NA
"2484",2002,325491,17500000,"Action","Thriller",NA,NA,NA,NA
"2485",2001,96471845,1.7e+07,"Crime","Drama","Thriller",NA,NA,NA
"2486",1986,85200000,18500000,"Fantasy","Horror","Thriller",NA,NA,NA
"2487",1964,7.2e+07,1.7e+07,"Action","Adventure","Sci-Fi",NA,NA,NA
"2488",1997,72219395,1.7e+07,"Drama","Family","Musical","Romance",NA,NA
"2489",2014,82389560,1.7e+07,"Horror","Mystery","Thriller",NA,NA,NA
"2490",2004,71502303,1.2e+07,"Comedy",NA,NA,NA,NA,NA
"2491",2006,19179969,17500000,"Adventure","Comedy","Drama","Romance",NA,NA
"2492",1978,4.7e+07,3e+05,"Comedy",NA,NA,NA,NA,NA
"2493",2002,84961,3.1e+07,"Horror","Thriller",NA,NA,NA,NA
"2494",2003,37566230,1.7e+07,"Action","Adventure","History",NA,NA,NA
"2495",2013,70492685,1.7e+07,"Comedy","Drama","Family","Fantasy","Sci-Fi",NA
"2496",2006,35635046,1.7e+07,"Comedy","Drama",NA,NA,NA,NA
"2497",2010,45670855,2e+07,"Action","Crime","Drama","Thriller",NA,NA
"2498",2002,37939782,1.7e+07,"Horror","Mystery",NA,NA,NA,NA
"2499",2010,172051787,1.7e+08,"Comedy","Romance",NA,NA,NA,NA
"2500",1998,30324946,1.7e+07,"Action","Adventure","Sci-Fi",NA,NA,NA
"2501",2011,27854896,1.7e+07,"Comedy","Music","Romance",NA,NA,NA
"2502",2006,41777564,1.5e+07,"Drama","Fantasy","Romance",NA,NA,NA
"2503",2003,22734486,1.7e+07,"Horror",NA,NA,NA,NA,NA
"2504",2015,44469602,1.7e+07,"Comedy",NA,NA,NA,NA,NA
"2505",2010,24708699,NA,"Biography","Drama","Sport",NA,NA,NA
"2506",2006,21160089,NA,"Comedy",NA,NA,NA,NA,NA
"2507",2012,64998368,1.7e+07,"Comedy","Crime","Drama","Music","Romance",NA
"2508",2001,19693891,3.4e+07,"Comedy","Music","Romance",NA,NA,NA
"2509",1998,16311763,1.7e+07,"Comedy","Drama","Romance","Sport",NA,NA
"2510",2002,12693621,1.7e+07,"Crime","Drama","Thriller",NA,NA,NA
"2511",2006,15655665,4e+06,"Horror","Mystery","Thriller",NA,NA,NA
"2512",1999,11634458,1.7e+07,"Comedy","Romance",NA,NA,NA,NA
"2513",2009,27154426,1.7e+07,"Adventure","Comedy","Family","Fantasy","Musical",NA
"2514",1963,NA,9e+06,"Crime","Drama","Thriller",NA,NA,NA
"2515",2013,54239856,1.7e+07,"Action","Adventure","Drama","History","War",NA
"2516",2009,8662318,1.7e+07,"Horror",NA,NA,NA,NA,NA
"2517",2006,7156725,1.9e+07,"Comedy","Romance",NA,NA,NA,NA
"2518",1987,15681020,1.7e+07,"Comedy","Music",NA,NA,NA,NA
"2519",2007,7070459,NA,"Action","Adventure","Family","Sci-Fi",NA,NA
"2520",2006,6855137,1.7e+07,"Drama",NA,NA,NA,NA,NA
"2521",2004,2694071,NA,"Action","Crime","Drama","Thriller",NA,NA
"2522",1986,2315683,1.7e+07,"Biography","Drama","Romance","Sport",NA,NA
"2523",2006,39825798,1.6e+07,"Adventure","Crime","Drama","Romance",NA,NA
"2524",1981,2e+06,1.7e+07,"Drama","Mystery","Romance","Thriller",NA,NA
"2525",2003,1569918,1.7e+07,"Adventure","Horror","Thriller",NA,NA,NA
"2526",2014,106869,1.7e+07,"Biography","Crime","Drama","Thriller",NA,NA
"2527",2006,273420,1.7e+07,"Crime","Drama","Romance","Thriller",NA,NA
"2528",2008,NA,1.1e+07,"Comedy","Mystery","Sci-Fi","Thriller",NA,NA
"2529",1977,NA,1.7e+07,"Adventure","Animation","Family","Fantasy",NA,NA
"2530",2012,4930798,1.7e+07,"Sci-Fi",NA,NA,NA,NA,NA
"2531",1991,59847242,16500000,"Horror","Thriller",NA,NA,NA,NA
"2532",2006,220914,16800000,"Comedy","Drama","Family","Romance",NA,NA
"2533",2006,39825798,1.6e+07,"Biography","Drama","Romance",NA,NA,NA
"2534",1987,43848100,1.5e+07,"Drama","Mystery","Romance","Thriller",NA,NA
"2535",1995,42700000,16500000,"Crime","Drama",NA,NA,NA,NA
"2536",2007,18663911,16500000,"Drama","Romance",NA,NA,NA,NA
"2537",2007,11702090,16500000,"Biography","Drama","Romance",NA,NA,NA
"2538",2003,13005485,1.5e+07,"Comedy","Romance",NA,NA,NA,NA
"2539",1989,95860116,16400000,"Drama",NA,NA,NA,NA,NA
"2540",1994,127175354,1.6e+07,"Comedy","Drama",NA,NA,NA,NA
"2541",1989,92823600,1.6e+07,"Comedy",NA,NA,NA,NA,NA
"2542",1982,5.4e+07,1.6e+07,"Comedy","Drama","Romance",NA,NA,NA
"2543",2000,68525609,15600000,"Drama",NA,NA,NA,NA,NA
"2544",1999,52885587,1.6e+07,"Comedy",NA,NA,NA,NA,NA
"2545",2011,44667095,1.5e+07,"Comedy","Drama","Romance","Sport",NA,NA
"2546",2009,42638165,1.6e+07,"Comedy","Drama","Romance",NA,NA,NA
"2547",2012,45507053,1.6e+07,"Drama","Fantasy","Horror","Mystery","Thriller",NA
"2548",2006,39511038,1.6e+07,"Adventure","Comedy","Drama","Romance",NA,NA
"2549",2016,6462576,18500000,"Horror",NA,NA,NA,NA,NA
"2550",2002,40363530,1.6e+07,"Drama",NA,NA,NA,NA,NA
"2551",2006,37623143,13500000,"Comedy","Family",NA,NA,NA,NA
"2552",NA,NA,NA,"Drama","Fantasy","War",NA,NA,NA
"2553",2001,33357476,3.5e+07,"Drama","Fantasy","Mystery","Thriller",NA,NA
"2554",2001,28734552,1.6e+07,"Action","Comedy","Crime","Family",NA,NA
"2555",2011,37300107,1.6e+07,"Crime","Drama","Romance","Thriller",NA,NA
"2556",2001,27087695,17700000,"Drama","Horror","Thriller",NA,NA,NA
"2557",1991,30102717,1.5e+07,"Adventure","Comedy","Drama",NA,NA,NA
"2558",2007,23618786,8e+06,"Action","Crime",NA,NA,NA,NA
"2559",2008,26896744,16500000,"Action","Comedy","Mystery",NA,NA,NA
"2560",2008,23213577,15500000,"Comedy","Drama",NA,NA,NA,NA
"2561",2007,NA,2.5e+07,"Drama","Romance",NA,NA,NA,NA
"2562",2016,55461307,2e+07,"Action","Adventure","Drama","Romance","War",NA
"2563",2000,20627372,1.6e+07,"Comedy",NA,NA,NA,NA,NA
"2564",2002,16346122,1.6e+07,"Comedy","Drama","Romance",NA,NA,NA
"2565",2009,16204793,1.6e+07,"Drama",NA,NA,NA,NA,NA
"2566",2000,15427192,1.6e+07,"Comedy","Fantasy","Horror",NA,NA,NA
"2567",1987,14792779,1.6e+07,"Comedy","Crime","Mystery",NA,NA,NA
"2568",2014,13998282,1.6e+07,"Comedy",NA,NA,NA,NA,NA
"2569",2010,19057024,1.6e+07,"Action","Drama","Fantasy","Mystery","Thriller",NA
"2570",2003,14108518,1.6e+07,"Drama","Romance",NA,NA,NA,NA
"2571",1988,13854000,2e+07,"Comedy","Drama","Romance",NA,NA,NA
"2572",1993,77324422,2.6e+07,"Comedy","Romance","Sci-Fi",NA,NA,NA
"2573",1999,15500000,1.6e+07,"Drama",NA,NA,NA,NA,NA
"2574",2004,11540112,NA,"Mystery","Sci-Fi","Thriller",NA,NA,NA
"2575",1979,NA,1.6e+07,"Comedy",NA,NA,NA,NA,NA
"2576",2000,4734235,1.5e+07,"Action","Drama","Sci-Fi","Thriller",NA,NA
"2577",2002,4839383,1.6e+07,"Comedy","Drama","Music",NA,NA,NA
"2578",1999,4193025,1.5e+07,"Comedy","Romance",NA,NA,NA,NA
"2579",1986,5900000,1.6e+07,"Comedy","Music",NA,NA,NA,NA
"2580",2007,2849142,1.6e+07,"Action","Adventure","Fantasy",NA,NA,NA
"2581",1997,1686429,1.6e+07,"Drama",NA,NA,NA,NA,NA
"2582",2013,1984743,1.6e+07,"Action","Crime","Sci-Fi",NA,NA,NA
"2583",2005,1666262,1.6e+07,"Drama","Romance",NA,NA,NA,NA
"2584",2013,2319187,2e+07,"Drama","History","Romance","War",NA,NA
"2585",2004,13922211,1.6e+07,"Crime","Drama","Mystery","Thriller",NA,NA
"2586",2008,NA,1.1e+07,"Comedy",NA,NA,NA,NA,NA
"2587",2008,23091,1.5e+07,"Comedy","Romance",NA,NA,NA,NA
"2588",2009,336467,1.3e+07,"Drama","Romance","War",NA,NA,NA
"2589",2012,2964,1.6e+07,"Drama","Fantasy",NA,NA,NA,NA
"2590",2009,NA,1.6e+07,"Comedy","Horror","Romance",NA,NA,NA
"2591",2013,NA,1.6e+07,"Drama","Family",NA,NA,NA,NA
"2592",2014,2428883,1.6e+07,"Crime","Drama","Thriller",NA,NA,NA
"2593",2002,13571817,15600000,"Drama","Western",NA,NA,NA,NA
"2594",NA,NA,3.4e+07,"Comedy","Drama","Romance","Sport",NA,NA
"2595",2002,1554566,NA,"Comedy","Crime","Drama",NA,NA,NA
"2596",2001,508867,NA,"Drama","War",NA,NA,NA,NA
"2597",2005,1181197,15500000,"Drama","Sport",NA,NA,NA,NA
"2598",2001,81525,15300000,"Drama","Mystery","Thriller",NA,NA,NA
"2599",2006,7774730,15500000,"Action","Comedy","Crime","Drama","Thriller",NA
"2600",1984,234760500,1.4e+07,"Comedy","Horror","Sci-Fi",NA,NA,NA
"2601",1990,285761243,1.8e+07,"Action","Comedy","Crime",NA,NA,NA
"2602",1987,167780960,1.1e+07,"Comedy","Family",NA,NA,NA,NA
"2603",1982,177200000,2.2e+07,"Comedy","Drama","Family",NA,NA,NA
"2604",1986,176781728,1.5e+07,"Comedy","Drama","Romance",NA,NA,NA
"2605",2000,128067808,1.5e+07,"Action","Drama","Romance",NA,NA,NA
"2606",1999,130058047,1.5e+07,"Action","Drama","Romance",NA,NA,NA
"2607",2010,138795342,1.5e+07,"Drama",NA,NA,NA,NA,NA
"2608",1988,111936400,1.5e+07,"Biography","Drama","History","Romance",NA,NA
"2609",NA,NA,NA,"Comedy","Crime",NA,NA,NA,NA
"2610",2008,317040,15500000,"Crime","Drama","Horror","Mystery","Thriller",NA
"2611",1985,94175854,1.5e+07,"Drama","Romance",NA,NA,NA,NA
"2612",2009,NA,NA,"Drama",NA,NA,NA,NA,NA
"2613",2016,NA,1e+08,"Action","Comedy","Drama","Thriller",NA,NA
"2614",2014,91121452,1.4e+07,"Adventure","Drama","History",NA,NA,NA
"2615",1980,69800000,1e+07,"Biography","Drama","Thriller","War",NA,NA
"2616",1980,79900000,NA,"Comedy","War",NA,NA,NA,NA
"2617",2010,64001297,1.5e+07,"Biography","Drama","Music","Musical",NA,NA
"2618",2013,71588220,2e+07,"Comedy","Family",NA,NA,NA,NA
"2619",1978,4.7e+07,3e+05,"Fantasy","Horror",NA,NA,NA,NA
"2620",1983,61400000,1.5e+07,"Horror","Thriller",NA,NA,NA,NA
"2621",2013,101978840,1.5e+07,"Adventure","Comedy",NA,NA,NA,NA
"2622",2006,56437947,9800000,"Comedy",NA,NA,NA,NA,NA
"2623",1988,73326666,1.5e+07,"Biography","Drama",NA,NA,NA,NA
"2624",2007,55184721,1.5e+07,"Comedy","Fantasy",NA,NA,NA,NA
"2625",1994,50003300,1.5e+07,"Comedy","Drama",NA,NA,NA,NA
"2626",2012,54322273,1.7e+07,"Drama","Family","Romance",NA,NA,NA
"2627",2006,47860214,1.5e+07,"Drama","Fantasy","Horror","Thriller",NA,NA
"2628",2002,47811275,1.5e+07,"Horror","Thriller",NA,NA,NA,NA
"2629",1978,NA,1.5e+07,"Adventure","Comedy","Family",NA,NA,NA
"2630",1997,43022524,1.5e+07,"Drama","War",NA,NA,NA,NA
"2631",2003,42672630,1.7e+07,"Comedy","Drama",NA,NA,NA,NA
"2632",2013,42919096,1.5e+07,"Adventure","Comedy","Family","Music","Romance",NA
"2633",2015,42592530,1.5e+07,"Action","Drama","Thriller",NA,NA,NA
"2634",1998,40064955,1.5e+07,"Comedy","Fantasy","Horror",NA,NA,NA
"2635",1993,39100956,NA,"Horror","Mystery","Sci-Fi",NA,NA,NA
"2636",1997,44886089,1e+07,"Biography","Drama","Music",NA,NA,NA
"2637",2001,37882551,1.6e+07,"Crime","Drama","Thriller",NA,NA,NA
"2638",2012,40983001,7e+06,"Comedy",NA,NA,NA,NA,NA
"2639",2015,20991497,3.7e+07,"Crime","Drama","Thriller",NA,NA,NA
"2640",2000,35007180,1.5e+07,"Comedy","Drama","Romance",NA,NA,NA
"2641",2014,35887263,1.5e+07,"Action","Crime","Drama","Thriller",NA,NA
"2642",2003,34308901,1.6e+07,"Biography","Drama","Romance",NA,NA,NA
"2643",2000,33771174,1.5e+07,"Comedy","Crime",NA,NA,NA,NA
"2644",1962,6e+06,1.5e+07,"Comedy","Drama","Romance",NA,NA,NA
"2645",2009,33386128,1.5e+07,"Adventure","Biography","Drama","History","War",NA
"2646",2014,37877959,1.5e+07,"Horror",NA,NA,NA,NA,NA
"2647",2009,32721635,1.5e+07,"Adventure","Biography","Drama",NA,NA,NA
"2648",2005,31585300,1.5e+07,"Crime","Horror","Thriller",NA,NA,NA
"2649",2002,30259652,1.5e+07,"Comedy","Romance",NA,NA,NA,NA
"2650",2010,163192114,1.25e+08,"Comedy","Horror","Thriller",NA,NA,NA
"2651",1987,30857814,1.6e+07,"Action","Adventure","Fantasy",NA,NA,NA
"2652",2007,30226144,1.5e+07,"Adventure","Family","Fantasy","Romance",NA,NA
"2653",2011,35054909,1.5e+07,"Biography","Drama",NA,NA,NA,NA
"2654",2004,29302097,1.5e+07,"Crime","Drama",NA,NA,NA,NA
"2655",1998,29106737,1.5e+07,"Comedy","Family","Music","Romance",NA,NA
"2656",2007,28637507,1.5e+07,"Comedy","Drama","Romance",NA,NA,NA
"2657",2014,30127963,1.5e+07,"Drama","Horror","Sci-Fi",NA,NA,NA
"2658",2005,32645546,1.4e+07,"Drama","Family","Sport",NA,NA,NA
"2659",2000,27441122,1.5e+07,"Comedy","Drama","Family",NA,NA,NA
"2660",1997,28014536,1.5e+07,"Drama","Romance","Sport",NA,NA,NA
"2661",2009,33860010,1.5e+07,"Action","Comedy","Crime","Romance","Thriller",NA
"2662",2000,26421314,1.5e+07,"Comedy","Romance",NA,NA,NA,NA
"2663",1996,24881000,1.5e+07,"Adventure","Fantasy","Horror","Mystery","Thriller",NA
"2664",2005,23089926,1.5e+07,"Drama","Fantasy","Horror","Thriller",NA,NA
"2665",2010,26161406,1.5e+07,"Drama","Romance","Thriller",NA,NA,NA
"2666",1993,22954968,11500000,"Adventure","Comedy","Family","Fantasy",NA,NA
"2667",1997,26384919,1.5e+07,"Drama","Romance",NA,NA,NA,NA
"2668",1993,22189039,1.5e+07,"Drama",NA,NA,NA,NA,NA
"2669",2006,20998709,1.5e+07,"Action","Crime","Drama","Romance","Thriller",NA
"2670",2007,20801344,1.5e+07,"Adventure","Drama","Family",NA,NA,NA
"2671",2000,21468807,1.4e+07,"Horror",NA,NA,NA,NA,NA
"2672",2002,19158074,1.5e+07,"Horror","Mystery","Thriller",NA,NA,NA
"2673",2006,18843314,2e+07,"Drama","Family","Fantasy","Romance",NA,NA
"2674",2016,20566327,1.5e+07,"Action","Drama","Thriller",NA,NA,NA
"2675",2010,20218921,1.5e+07,"Action","Comedy",NA,NA,NA,NA
"2676",1998,17411331,1.5e+07,"Drama","Music",NA,NA,NA,NA
"2677",2012,21383298,1.5e+07,"Horror","Mystery","Sci-Fi","Thriller",NA,NA
"2678",2014,24984868,1.5e+07,"Crime","Drama","Thriller",NA,NA,NA
"2679",1999,16459004,1.5e+07,"Action","Crime","Thriller",NA,NA,NA
"2680",2008,15700000,1.5e+07,"Drama","Mystery","Thriller",NA,NA,NA
"2681",1984,15100000,1.5e+07,"Drama","History","Thriller","War",NA,NA
"2682",2012,14938570,1.5e+07,"Action","Horror","Sci-Fi","Thriller",NA,NA
"2683",2014,17237244,1.5e+07,"Crime","Thriller",NA,NA,NA,NA
"2684",2001,14249005,1.5e+07,"Crime","Drama","Thriller",NA,NA,NA
"2685",2008,12701880,1.5e+07,"Comedy",NA,NA,NA,NA,NA
"2686",2007,10353690,NA,"Adventure","Animation","Comedy","Family",NA,NA
"2687",2000,12801190,1.5e+07,"Documentary","Music",NA,NA,NA,NA
"2688",2006,12549485,1.5e+07,"Action","Adventure","Fantasy","Sci-Fi",NA,NA
"2689",2011,13766014,1.5e+07,"Crime","Drama","Musical","Romance",NA,NA
"2690",2009,13034417,1.5e+07,"Drama","Romance",NA,NA,NA,NA
"2691",2001,11632420,NA,"Drama","Sport",NA,NA,NA,NA
"2692",2003,12212417,1.5e+07,"Crime","Drama","Thriller",NA,NA,NA
"2693",1999,11614236,1.5e+07,"Crime","Thriller",NA,NA,NA,NA
"2694",2004,13337299,2e+07,"Comedy",NA,NA,NA,NA,NA
"2695",1989,10763469,1.5e+07,"Biography","Drama","Music","Musical",NA,NA
"2696",1998,11144518,1.5e+07,"Comedy","Drama","Romance",NA,NA,NA
"2697",2012,15608545,1.5e+07,"Adventure","Family",NA,NA,NA,NA
"2698",1998,10443316,1.5e+07,"Action",NA,NA,NA,NA,NA
"2699",2000,10494147,1.5e+07,"Comedy","Drama","Romance",NA,NA,NA
"2700",1985,9929000,1.5e+07,"Drama","Romance",NA,NA,NA,NA
"2701",2004,10411980,1.5e+07,"Drama","Sci-Fi",NA,NA,NA,NA
"2702",NA,NA,NA,"Family","Music","Romance",NA,NA,NA
"2703",1998,17439163,1.5e+07,"Drama","Fantasy","Mystery","Sci-Fi",NA,NA
"2704",2006,9396487,1.5e+07,"Comedy","Crime",NA,NA,NA,NA
"2705",2002,9059588,1.5e+07,"Drama","Music",NA,NA,NA,NA
"2706",2007,9172810,1.6e+07,"Crime","Drama","Romance","Thriller",NA,NA
"2707",2000,8735529,1.5e+07,"Biography","Drama","History","Thriller","War",NA
"2708",2002,8586376,2e+07,"Comedy","Drama","Romance",NA,NA,NA
"2709",2002,8378141,1.5e+07,"Comedy",NA,NA,NA,NA,NA
"2710",1998,NA,NA,"Comedy","Drama","Romance",NA,NA,NA
"2711",2006,8080116,1.5e+07,"Fantasy","Romance",NA,NA,NA,NA
"2712",2008,7757130,1.5e+07,"Adventure","Comedy","Family",NA,NA,NA
"2713",2013,9123834,1.5e+07,"Comedy","Crime","Drama",NA,NA,NA
"2714",2008,6409206,1.5e+07,"Comedy","Romance",NA,NA,NA,NA
"2715",2009,6373693,1.5e+07,"Comedy","Music",NA,NA,NA,NA
"2716",2012,7556708,1.5e+07,"Comedy","Romance",NA,NA,NA,NA
"2717",2009,5306447,1.5e+07,"Drama",NA,NA,NA,NA,NA
"2718",2000,5217498,1.5e+07,"Comedy","Romance",NA,NA,NA,NA
"2719",2005,5023275,1.5e+07,"Drama","Mystery","Thriller",NA,NA,NA
"2720",1999,4956401,1.5e+07,"Adventure","Crime","Drama","Mystery","Western",NA
"2721",2005,4235837,1.5e+07,"Drama","War",NA,NA,NA,NA
"2722",1999,4002955,2e+07,"Comedy","Crime","Mystery",NA,NA,NA
"2723",2001,7219578,1.5e+07,"Comedy","Fantasy","Horror","Thriller",NA,NA
"2724",2007,3525161,NA,"Drama","Mystery","Thriller",NA,NA,NA
"2725",2010,3247816,2.2e+07,"Drama","Fantasy","Horror","Romance",NA,NA
"2726",2010,2412045,1.5e+07,"Comedy","Drama","Romance",NA,NA,NA
"2727",NA,NA,NA,"Drama","Romance","Sci-Fi",NA,NA,NA
"2728",2008,2203641,1.5e+07,"Drama","History","Thriller",NA,NA,NA
"2729",1986,1953732,1.5e+07,"Crime","Drama","Mystery","Thriller",NA,NA
"2730",1999,1954202,1.5e+07,"Adventure","Drama","Fantasy",NA,NA,NA
"2731",2007,1294640,1.5e+07,"Comedy","Crime","Drama",NA,NA,NA
"2732",2014,NA,NA,"Crime","Drama","Horror","Thriller",NA,NA
"2733",1999,819852,NA,"Drama","Sci-Fi","Thriller",NA,NA,NA
"2734",1927,26435,6e+06,"Drama","Thriller",NA,NA,NA,NA
"2735",2004,1197786,1.2e+07,"Drama","Sci-Fi",NA,NA,NA,NA
"2736",1995,529766,7e+06,"Action","Crime","Thriller",NA,NA,NA
"2737",2015,613556,1.5e+07,"Crime","Drama",NA,NA,NA,NA
"2738",2001,353743,1.5e+07,"Action","Drama",NA,NA,NA,NA
"2739",2003,502028,NA,"Comedy","Crime","Drama","Thriller","War",NA
"2740",2008,102055,3e+08,"Drama","Mystery","Thriller",NA,NA,NA
"2741",2010,122288,NA,"Action",NA,NA,NA,NA,NA
"2742",1996,NA,9e+06,"Action","Adventure","Drama","History","Thriller","War"
"2743",2008,73548,1.5e+07,"Action","Drama","Thriller",NA,NA,NA
"2744",2011,NA,1.5e+07,"Fantasy","Horror","Mystery",NA,NA,NA
"2745",2011,28870,1.5e+07,"Biography","Drama","History",NA,NA,NA
"2746",2001,22723,2.5e+07,"Crime","Drama","Thriller",NA,NA,NA
"2747",2007,20380,1.5e+07,"Action","Comedy","Drama","War",NA,NA
"2748",2008,NA,NA,"Comedy","Drama","Fantasy","Music","Romance",NA
"2749",2013,NA,2e+07,"Biography","Drama","Fantasy","History",NA,NA
"2750",2014,NA,7e+06,"Adventure","Animation","Family",NA,NA,NA
"2751",2005,NA,1.5e+07,"Action","Sci-Fi","Thriller",NA,NA,NA
"2752",2015,NA,1.5e+07,"Action","Adventure","Fantasy",NA,NA,NA
