"","year","gross","budget","genres1","genres2","genres3","genres4","genres5","genres6"
"4070",1993,15935068,2500000,"Comedy","Drama","Romance",NA,NA,NA
"4071",1966,NA,6e+06,"Fantasy","Horror","Thriller",NA,NA,NA
"4072",2005,11694528,3e+06,"Thriller",NA,NA,NA,NA,NA
"4073",2015,229094,NA,"Comedy","Documentary","Music",NA,NA,NA
"4074",1985,NA,3e+06,"Western",NA,NA,NA,NA,NA
"4075",2009,10017041,3e+06,"Comedy","Drama","Music",NA,NA,NA
"4076",1960,NA,3e+06,"Action","Comedy","Crime",NA,NA,NA
"4077",1961,NA,3e+06,"Drama",NA,NA,NA,NA,NA
"4078",1999,9016377,NA,"Drama","War",NA,NA,NA,NA
"4079",NA,NA,NA,"Comedy",NA,NA,NA,NA,NA
"4080",1948,NA,3e+06,"Animation","Comedy",NA,NA,NA,NA
"4081",2006,7059537,3e+06,"Action","Adventure","Romance","Western",NA,NA
"4082",2013,8114507,3e+06,"Comedy",NA,NA,NA,NA,NA
"4083",1987,7888703,3e+06,"Drama","Romance",NA,NA,NA,NA
"4084",1988,7282851,3e+06,"Comedy","Fantasy",NA,NA,NA,NA
"4085",2004,6879730,NA,"Action","Fantasy","Horror","Sci-Fi","Thriller",NA
"4086",2002,5844929,3e+06,"Drama",NA,NA,NA,NA,NA
"4087",NA,NA,1.5e+07,"Comedy","Drama",NA,NA,NA,NA
"4088",2005,3222857,NA,"Drama","War",NA,NA,NA,NA
"4089",1999,4170647,1900000,"Drama","Romance",NA,NA,NA,NA
"4090",2000,4142507,3e+06,"Comedy","Drama",NA,NA,NA,NA
"4091",1996,4109095,3e+06,"Comedy","Romance",NA,NA,NA,NA
"4092",2010,4033268,NA,"Crime","Drama","History","Romance",NA,NA
"4093",1971,NA,3e+06,"Comedy","Drama",NA,NA,NA,NA
"4094",1993,3902679,3e+06,"Family","Fantasy","Musical",NA,NA,NA
"4095",1997,3559990,3e+06,"Fantasy","Horror",NA,NA,NA,NA
"4096",1978,NA,3e+06,"Comedy","Crime",NA,NA,NA,NA
"4097",2001,3287435,4500000,"Drama","Romance",NA,NA,NA,NA
"4098",1999,3071947,3500000,"Drama",NA,NA,NA,NA,NA
"4099",1996,2961991,3300000,"Comedy","Crime","Thriller",NA,NA,NA
"4100",2012,4063238,NA,"Biography","Drama",NA,NA,NA,NA
"4101",2005,2912363,3e+06,"Comedy","Drama","Romance",NA,NA,NA
"4102",1998,3e+06,3e+06,"Crime","Drama",NA,NA,NA,NA
"4103",2003,2223990,3e+06,"Comedy","Drama",NA,NA,NA,NA
"4104",2014,1821983,3e+06,"Comedy","Documentary",NA,NA,NA,NA
"4105",2003,2181290,3e+06,"Comedy","Drama","Horror",NA,NA,NA
"4106",2010,2848578,3500000,"Drama","Mystery","Thriller",NA,NA,NA
"4107",2011,703002,3e+06,"Drama","Family",NA,NA,NA,NA
"4108",2016,3105269,3e+06,"Action","Comedy","Thriller",NA,NA,NA
"4109",1996,NA,3e+06,"Action","Comedy",NA,NA,NA,NA
"4110",2006,252726,3e+06,"Comedy","Crime","Drama","Thriller",NA,NA
"4111",2009,373060,NA,"Drama","Family","Western",NA,NA,NA
"4112",2011,1007535,NA,"Drama",NA,NA,NA,NA,NA
"4113",NA,NA,NA,"Comedy","Drama","Romance",NA,NA,NA
"4114",2012,418268,3e+06,"Horror","Sci-Fi","Thriller",NA,NA,NA
"4115",NA,NA,NA,"Comedy","Romance",NA,NA,NA,NA
"4116",2004,NA,NA,"Comedy","Drama","Horror","Sci-Fi","Thriller",NA
"4117",2012,200803,3e+06,"Drama","Family","Music",NA,NA,NA
"4118",2014,33631221,2.5e+07,"Comedy",NA,NA,NA,NA,NA
"4119",NA,NA,NA,"Crime","Drama","Thriller",NA,NA,NA
"4120",2004,95016,2700000,"Drama",NA,NA,NA,NA,NA
"4121",2011,73678,3e+06,"Comedy","Drama","Romance","Sport",NA,NA
"4122",2009,143000,5e+06,"Drama","History","War",NA,NA,NA
"4123",1999,39852,3e+06,"Horror","Thriller",NA,NA,NA,NA
"4124",2011,22000,3e+06,"Comedy","Drama",NA,NA,NA,NA
"4125",2009,128937,NA,"Drama","Sci-Fi","Thriller",NA,NA,NA
"4126",2015,NA,3e+06,"Drama","Horror","Romance",NA,NA,NA
"4127",2005,NA,3e+06,"Horror","Thriller",NA,NA,NA,NA
"4128",2010,334185206,2e+08,"Comedy",NA,NA,NA,NA,NA
"4129",2009,NA,3e+06,"Adventure","Family","Fantasy",NA,NA,NA
"4130",2009,5005,3e+06,"Comedy",NA,NA,NA,NA,NA
"4131",2013,NA,3e+06,"Drama",NA,NA,NA,NA,NA
"4132",2014,NA,NA,"Action","Drama","Thriller",NA,NA,NA
"4133",2013,NA,3e+06,"Comedy",NA,NA,NA,NA,NA
"4134",2011,NA,3e+06,"Comedy",NA,NA,NA,NA,NA
"4135",1967,NA,3e+06,"Action","Drama","Sport",NA,NA,NA
"4136",2009,NA,3e+06,"Crime","Thriller",NA,NA,NA,NA
"4137",2013,NA,8e+05,"Comedy",NA,NA,NA,NA,NA
"4138",2014,NA,3e+06,"Thriller",NA,NA,NA,NA,NA
"4139",2015,NA,3e+06,"Drama","Horror","Mystery","Thriller",NA,NA
"4140",1988,NA,3e+06,"Thriller",NA,NA,NA,NA,NA
"4141",2015,201148159,9.5e+07,"Adventure","Crime","Drama",NA,NA,NA
"4142",2009,NA,3e+06,"Drama","Family","Fantasy","Romance",NA,NA
"4143",2010,NA,NA,"Action","Adventure","Crime","Drama",NA,NA
"4144",1998,5595428,2900000,"Comedy","Drama","Romance",NA,NA,NA
"4145",1961,NA,2900000,"Drama",NA,NA,NA,NA,NA
"4146",2015,NA,3e+06,"Comedy","Drama",NA,NA,NA,NA
"4147",2005,3123749,1500000,"Action","Crime",NA,NA,NA,NA
"4148",2014,NA,3e+06,"Comedy","Romance",NA,NA,NA,NA
"4149",2010,100675,3e+06,"Drama","Horror","Mystery","Thriller",NA,NA
"4150",1976,NA,2800000,"Documentary",NA,NA,NA,NA,NA
"4151",2003,3645438,2200000,"Fantasy","Horror","Mystery",NA,NA,NA
"4152",2010,NA,NA,"Horror",NA,NA,NA,NA,NA
"4153",2015,NA,3e+06,"Comedy","Drama","Romance","Sci-Fi",NA,NA
"4154",2005,22201636,8e+06,"Action","Horror","Thriller",NA,NA,NA
"4155",1959,2.5e+07,2883848,"Crime","Drama","Music",NA,NA,NA
"4156",1988,19170001,2800000,"Comedy","Music","Romance",NA,NA,NA
"4157",1939,22202612,2800000,"Horror",NA,NA,NA,NA,NA
"4158",1974,86300000,2800000,"Adventure","Family","Fantasy","Musical",NA,NA
"4159",2007,952620,2e+06,"Comedy",NA,NA,NA,NA,NA
"4160",2006,NA,1.2e+08,"Horror",NA,NA,NA,NA,NA
"4161",1997,9054736,2700000,"Comedy","Drama","Romance",NA,NA,NA
"4162",1979,NA,2700000,"Drama",NA,NA,NA,NA,NA
"4163",2015,NA,3e+06,"Adventure","Family","Sport",NA,NA,NA
"4164",2008,NA,NA,"Romance",NA,NA,NA,NA,NA
"4165",1963,NA,2686585,"Action","Adventure","Animation","Comedy","Sci-Fi",NA
"4166",1996,NA,2650000,"Adventure","Comedy","Romance",NA,NA,NA
"4167",1943,NA,2627000,"Comedy","Drama",NA,NA,NA,NA
"4168",1974,119500000,2600000,"Drama","Fantasy","Romance","War",NA,NA
"4169",1984,32600000,1800000,"Comedy","Western",NA,NA,NA,NA
"4170",2013,3826455,NA,"Horror","Thriller",NA,NA,NA,NA
"4171",1987,3130592,2600000,"Drama",NA,NA,NA,NA,NA
"4172",2006,475000,2800000,"Drama","Romance",NA,NA,NA,NA
"4173",1999,10654581,3.4e+07,"Comedy","Sport",NA,NA,NA,NA
"4174",2004,2276368,NA,"Drama","Sci-Fi","Thriller",NA,NA,NA
"4175",2007,38108,2600000,"Documentary","History","Sport",NA,NA,NA
"4176",2009,NA,1.5e+07,"Horror","Mystery","Sci-Fi","Thriller",NA,NA
"4177",2007,NA,2600000,"Action","Adventure","Comedy",NA,NA,NA
"4178",1952,NA,2540800,"Horror","Thriller",NA,NA,NA,NA
"4179",2010,NA,2500000,"Comedy","Musical","Romance",NA,NA,NA
"4180",2013,40041683,2500000,"Documentary",NA,NA,NA,NA,NA
"4181",2012,33349949,2500000,"Comedy","Fantasy",NA,NA,NA,NA
"4182",2009,33386128,1.5e+07,"Documentary",NA,NA,NA,NA,NA
"4183",1996,25809813,2.6e+07,"Horror",NA,NA,NA,NA,NA
"4184",1982,14400000,2500000,"Comedy","Drama","Music",NA,NA,NA
"4185",1971,NA,2500000,"Horror","Mystery","Sci-Fi",NA,NA,NA
"4186",1963,NA,2500000,"Action","Sci-Fi",NA,NA,NA,NA
"4187",2013,32230907,2500000,"Drama",NA,NA,NA,NA,NA
"4188",1991,6401336,2500000,"Comedy","Documentary",NA,NA,NA,NA
"4189",2004,26781723,2500000,"Drama",NA,NA,NA,NA,NA
"4190",1995,5400000,2500000,"Comedy","Drama","Romance",NA,NA,NA
"4191",2003,NA,3200000,"Drama","Romance",NA,NA,NA,NA
"4192",1999,1282084,2500000,"Action","Drama","Horror","Thriller",NA,NA
"4193",2004,1186323,NA,"Drama",NA,NA,NA,NA,NA
"4194",2007,1094998,NA,"Comedy","Drama","Romance",NA,NA,NA
"4195",2012,3325638,2500000,"Drama",NA,NA,NA,NA,NA
"4196",2003,395592,2e+06,"Comedy","Crime","Drama","Sci-Fi",NA,NA
"4197",2013,6851969,2500000,"Drama","Romance",NA,NA,NA,NA
"4198",1990,333658,34000,"Comedy","Drama","Romance",NA,NA,NA
"4199",2008,12995673,2500000,"Comedy","Family","Musical","Romance","Short",NA
"4200",2008,173783,2500000,"Comedy","Documentary","War",NA,NA,NA
"4201",2006,118666,2500000,"Documentary",NA,NA,NA,NA,NA
"4202",2004,114324072,2e+07,"Drama",NA,NA,NA,NA,NA
"4203",2006,71904,2500000,"Comedy","Sport",NA,NA,NA,NA
"4204",2010,99851,2500000,"Comedy","Drama","Family",NA,NA,NA
"4205",2008,115504,1.4e+07,"Documentary",NA,NA,NA,NA,NA
"4206",2000,5725,8400000,"Comedy","Drama","Romance",NA,NA,NA
"4207",2008,75727,2500000,"Horror","Thriller",NA,NA,NA,NA
"4208",2010,322157,2500000,"Drama","Romance","Sci-Fi","Thriller",NA,NA
"4209",2010,NA,2500000,"Comedy","Crime","Drama",NA,NA,NA
"4210",2015,NA,2500000,"Comedy","Drama","Family","Romance",NA,NA
"4211",2016,NA,3500000,"Comedy","Horror",NA,NA,NA,NA
"4212",1996,5731103,2400000,"Horror",NA,NA,NA,NA,NA
"4213",2006,978908,2400000,"Drama","History",NA,NA,NA,NA
"4214",2006,438653,NA,"Drama","Horror","Mystery","Thriller",NA,NA
"4215",2015,NA,2500000,"Adventure","Comedy","Sci-Fi",NA,NA,NA
"4216",2006,327919,1500000,"Crime","Drama",NA,NA,NA,NA
"4217",2012,NA,2500000,"Crime","Drama",NA,NA,NA,NA
"4218",1944,NA,2361000,"Comedy","Sci-Fi",NA,NA,NA,NA
"4219",2011,178739,2450000,"Comedy","Musical",NA,NA,NA,NA
"4220",1998,565592,NA,"Drama","Musical",NA,NA,NA,NA
"4221",1951,NA,2295429,"Comedy","Drama","Family",NA,NA,NA
"4222",2010,27012,NA,"Drama","Family","Musical","Romance",NA,NA
"4223",2014,NA,NA,"Drama",NA,NA,NA,NA,NA
"4224",1987,NA,2300000,"Thriller",NA,NA,NA,NA,NA
"4225",1940,76400000,2280000,"Adventure","Animation","Comedy","Family","Fantasy","Musical"
"4226",1971,NA,1800000,"Animation","Family","Fantasy","Music",NA,NA
"4227",2014,NA,2500000,"Action","Crime","Drama","Thriller",NA,NA
"4228",1982,36200000,4e+06,"Drama","Thriller",NA,NA,NA,NA
"4229",1985,21300000,2200000,"Horror","Thriller",NA,NA,NA,NA
"4230",2007,379643,2200000,"Horror","Mystery","Thriller",NA,NA,NA
"4231",2015,12985267,2300000,"Drama",NA,NA,NA,NA,NA
"4232",2008,NA,2200000,"Drama",NA,NA,NA,NA,NA
"4233",1945,NA,2160000,"Thriller",NA,NA,NA,NA,NA
"4234",2015,NA,NA,"Drama",NA,NA,NA,NA,NA
"4235",2005,NA,1200000,"Drama","Thriller",NA,NA,NA,NA
"4236",2014,NA,2400000,"Comedy","Drama","Romance",NA,NA,NA
"4237",2007,NA,2500000,"Comedy","Music","Romance",NA,NA,NA
"4238",1946,23650000,2100000,"Action","Comedy","Horror",NA,NA,NA
"4239",2001,510092,NA,"Drama","Romance","War",NA,NA,NA
"4240",2001,313436,15500000,"Biography","Crime","Drama",NA,NA,NA
"4241",2015,3330,2100000,"Comedy","Drama",NA,NA,NA,NA
"4242",2007,NA,1500000,"Crime","Drama",NA,NA,NA,NA
"4243",2010,NA,2100000,"Horror",NA,NA,NA,NA,NA
"4244",2015,NA,2100000,"Drama",NA,NA,NA,NA,NA
"4245",2015,NA,NA,"Comedy","Drama","Mystery","Romance","Thriller",NA
"4246",2015,NA,2100000,"Horror","Sci-Fi","Thriller",NA,NA,NA
"4247",1963,24800000,2e+06,"Adventure","Drama","Western",NA,NA,NA
"4248",1989,792966,2300000,"Action","Adventure","Thriller",NA,NA,NA
"4249",NA,NA,NA,"Action","Comedy","Horror","Sci-Fi",NA,NA
"4250",1973,NA,2e+06,"Crime","Drama","Mystery",NA,NA,NA
"4251",2014,14673301,2e+06,"Comedy","Sci-Fi",NA,NA,NA,NA
"4252",1972,NA,2e+06,"Horror","Mystery",NA,NA,NA,NA
"4253",1962,NA,2e+06,"Comedy",NA,NA,NA,NA,NA
"4254",1981,9003011,2e+06,"Crime","Drama",NA,NA,NA,NA
"4255",1994,11546543,2e+06,"Action","Adventure","Sci-Fi","Thriller",NA,NA
"4256",1962,NA,2e+06,"Action","Comedy",NA,NA,NA,NA
"4257",1999,11533945,2e+06,"Crime","Drama","Romance",NA,NA,NA
"4258",2011,12555230,2e+06,"Biography","Crime","Drama","Romance",NA,NA
"4259",2006,11284657,2e+06,"Drama","Horror","Mystery","Thriller",NA,NA
"4260",2011,34522221,2e+06,"Drama","Thriller",NA,NA,NA,NA
"4261",1961,NA,2e+06,"Drama",NA,NA,NA,NA,NA
"4262",1940,NA,1614000,"Drama","Sport",NA,NA,NA,NA
"4263",2003,7002255,9500000,"Adventure","Drama","Romance","Western",NA,NA
"4264",1998,6719300,2e+06,"Animation","Comedy","Drama",NA,NA,NA
"4265",2003,6003587,NA,"Comedy","Drama",NA,NA,NA,NA
"4266",2004,5792822,2700000,"Biography","Comedy","Drama",NA,NA,NA
"4267",2000,5383834,2e+06,"Drama","Romance",NA,NA,NA,NA
"4268",2003,4599680,1500000,"Drama","Thriller",NA,NA,NA,NA
"4269",1947,NA,2e+06,"Drama",NA,NA,NA,NA,NA
"4270",2010,6531491,2e+06,"Drama","Romance",NA,NA,NA,NA
"4271",2003,4581222,NA,"Drama",NA,NA,NA,NA,NA
"4272",1938,NA,2e+06,"Adventure","Documentary","Drama","Sport",NA,NA
"4273",2005,3885134,2e+06,"Drama","Musical","Romance",NA,NA,NA
"4274",2010,4311834,NA,"Comedy","Drama",NA,NA,NA,NA
"4275",2015,3590010,2e+06,"Crime","Documentary",NA,NA,NA,NA
"4276",1999,3300230,NA,"Drama","Music","Romance",NA,NA,NA
"4277",2005,3335839,2e+06,"Action","Crime","Drama","Thriller",NA,NA
"4278",2015,2557668,2e+06,"Action","Crime","Drama","Thriller",NA,NA
"4279",2002,2506446,2e+06,"Crime","Drama","Thriller",NA,NA,NA
"4280",1986,7369373,2e+06,"Comedy","Romance",NA,NA,NA,NA
"4281",NA,NA,NA,"Horror","Mystery","Thriller",NA,NA,NA
"4282",1996,4414535,1.8e+07,"Comedy",NA,NA,NA,NA,NA
"4283",2006,1984378,2e+06,"Drama",NA,NA,NA,NA,NA
"4284",2008,2283276,1500000,"Comedy","Drama","Romance",NA,NA,NA
"4285",2003,1098224,2e+06,"Animation","Biography","Documentary","Drama","History","War"
"4286",2007,1430185,2e+06,"Adventure",NA,NA,NA,NA,NA
"4287",2015,1477002,2e+06,"Documentary","War",NA,NA,NA,NA
"4288",NA,NA,NA,"Drama","Romance",NA,NA,NA,NA
"4289",2007,1134049,2e+06,"Comedy","Drama","Romance",NA,NA,NA
"4290",2010,977600,NA,"Documentary","History",NA,NA,NA,NA
"4291",2005,653621,2e+06,"Drama","Western",NA,NA,NA,NA
"4292",2000,110000,NA,"Biography","Documentary","History",NA,NA,NA
"4293",1997,444354,NA,"Crime","Drama","Romance",NA,NA,NA
"4294",2010,535249,3400000,"Comedy","Drama",NA,NA,NA,NA
"4295",1985,NA,1.7e+07,"Comedy",NA,NA,NA,NA,NA
"4296",2004,371081,6e+06,"Comedy","Drama","Thriller",NA,NA,NA
"4297",2007,347578,NA,"Comedy","Drama",NA,NA,NA,NA
"4298",1998,124494,2e+06,"Comedy","Fantasy","Horror","Thriller",NA,NA
"4299",2000,NA,NA,"Action","Adventure","Comedy","Drama","Music","Sci-Fi"
"4300",2004,120620,NA,"Action","Comedy","Romance","Thriller",NA,NA
"4301",2009,100669,3800000,"Biography","Comedy","Drama","Music",NA,NA
"4302",1997,NA,NA,"Comedy","Drama",NA,NA,NA,NA
"4303",2015,186354,13500000,"Comedy","Drama","Romance","Sport",NA,NA
"4304",NA,NA,NA,"Drama",NA,NA,NA,NA,NA
"4305",2008,55202,NA,"Comedy","Drama","Sci-Fi",NA,NA,NA
"4306",2003,NA,NA,"Animation","Comedy","Family","Romance",NA,NA
"4307",2013,549632,NA,"Crime","Drama",NA,NA,NA,NA
"4308",2014,137945,NA,"Adventure","Family","Fantasy",NA,NA,NA
"4309",2009,17580,1500000,"Comedy","Drama","Musical","Romance",NA,NA
"4310",1993,NA,2e+06,"Drama",NA,NA,NA,NA,NA
"4311",2005,12667,14000,"Horror","Romance","Sci-Fi",NA,NA,NA
"4312",2006,198407,2e+06,"Drama","Romance",NA,NA,NA,NA
"4313",2002,13973532,2.5e+07,"Drama",NA,NA,NA,NA,NA
"4314",2015,NA,NA,"Comedy","Crime",NA,NA,NA,NA
"4315",2008,5824,NA,"Drama","Horror","Mystery","Sci-Fi","Thriller",NA
"4316",2013,2843,NA,"Horror","Thriller",NA,NA,NA,NA
"4317",2009,NA,NA,"Thriller",NA,NA,NA,NA,NA
"4318",2008,4958,2e+06,"Action","Comedy","Fantasy","Horror",NA,NA
"4319",2004,NA,2e+06,"Action","Crime","Drama",NA,NA,NA
"4320",2011,NA,1e+05,"Crime","Drama","Thriller",NA,NA,NA
"4321",2012,NA,NA,"Horror",NA,NA,NA,NA,NA
"4322",2010,NA,2e+06,"Comedy","Horror",NA,NA,NA,NA
"4323",2015,NA,2e+06,"Crime","Drama","Horror","Mystery","Thriller",NA
"4324",1971,NA,2e+06,"Documentary",NA,NA,NA,NA,NA
"4325",2012,13220,NA,"Comedy",NA,NA,NA,NA,NA
"4326",2007,NA,2e+06,"Thriller",NA,NA,NA,NA,NA
"4327",NA,NA,NA,"Action","Crime","Drama","Thriller",NA,NA
"4328",1947,7927,2300000,"Comedy","Drama",NA,NA,NA,NA
"4329",2008,NA,2e+06,"Crime","Drama","Film-Noir","Mystery","Thriller",NA
"4330",2002,NA,1.4e+07,"Horror","Thriller",NA,NA,NA,NA
"4331",2012,NA,2e+06,"Crime","Drama",NA,NA,NA,NA
"4332",2013,NA,2e+06,"Comedy","Crime","Drama",NA,NA,NA
"4333",2012,2436,2e+06,"Comedy",NA,NA,NA,NA,NA
"4334",2013,4556,NA,"Comedy","Fantasy","Musical","Sci-Fi",NA,NA
"4335",1967,NA,NA,"Comedy","Drama",NA,NA,NA,NA
"4336",2013,NA,2e+06,"Horror","Mystery",NA,NA,NA,NA
"4337",1966,NA,2e+06,"Comedy","Drama",NA,NA,NA,NA
"4338",2007,NA,2e+06,"Comedy","Musical",NA,NA,NA,NA
"4339",2011,NA,2e+06,"Documentary",NA,NA,NA,NA,NA
"4340",2015,NA,1250000,"Action","Adventure","History","Western",NA,NA
"4341",2015,NA,2e+06,"Comedy","Horror",NA,NA,NA,NA
"4342",2015,NA,2e+06,"Drama","Horror","Mystery","Thriller",NA,NA
"4343",1986,4600000,1900000,"Thriller",NA,NA,NA,NA,NA
"4344",2003,1420578,1900000,"Crime","Drama",NA,NA,NA,NA
"4345",2015,NA,1950000,"Drama","Fantasy",NA,NA,NA,NA
"4346",2010,1028658,3e+06,"Action","Thriller",NA,NA,NA,NA
"4347",2010,466702,NA,"Drama","Mystery","Thriller",NA,NA,NA
"4348",2013,NA,1500000,"Comedy","Drama","Romance",NA,NA,NA
"4349",2006,18435,1400000,"Documentary","Drama","History","News",NA,NA
"4350",2013,35266619,3e+07,"Drama",NA,NA,NA,NA,NA
"4351",2013,95236,NA,"Drama","Fantasy","Horror",NA,NA,NA
"4352",1984,26505000,1800000,"Drama","Musical",NA,NA,NA,NA
"4353",2008,2957978,1e+06,"Horror",NA,NA,NA,NA,NA
"4354",2015,NA,NA,"Biography","Crime","Documentary","History","Thriller",NA
"4355",2015,444044,1900000,"Drama",NA,NA,NA,NA,NA
"4356",2010,40990055,1800000,"Drama",NA,NA,NA,NA,NA
"4357",2009,1445366,NA,"Drama","Horror","Thriller",NA,NA,NA
"4358",1951,NA,1800000,"Biography","Drama","Music",NA,NA,NA
"4359",1964,NA,1800000,"Drama",NA,NA,NA,NA,NA
"4360",2002,5709616,1800000,"Comedy",NA,NA,NA,NA,NA
"4361",2012,12784397,1800000,"Drama","Romance",NA,NA,NA,NA
"4362",1973,NA,1800000,"Drama","Fantasy",NA,NA,NA,NA
"4363",2000,3050934,1800000,"Action","Sci-Fi",NA,NA,NA,NA
"4364",2011,841206,NA,"Drama","Music",NA,NA,NA,NA
"4365",2015,NA,1.5e+08,"Drama",NA,NA,NA,NA,NA
"4366",2011,638476,1500000,"Comedy","Romance",NA,NA,NA,NA
"4367",1993,NA,1800000,"Comedy","Documentary",NA,NA,NA,NA
"4368",2003,505295,1800000,"Comedy","Horror",NA,NA,NA,NA
"4369",1968,NA,1800000,"Adventure","Drama",NA,NA,NA,NA
"4370",1952,NA,NA,"Western",NA,NA,NA,NA,NA
"4371",2007,NA,1800000,"Crime","Drama","Film-Noir",NA,NA,NA
"4372",2016,NA,NA,"Horror","Thriller",NA,NA,NA,NA
"4373",2013,NA,1800000,"Comedy","Horror","Thriller",NA,NA,NA
"4374",2012,NA,1800000,"Action","Sci-Fi",NA,NA,NA,NA
"4375",1998,7267324,3500000,"Comedy","Drama",NA,NA,NA,NA
"4376",2002,145540,5e+05,"Crime","Drama",NA,NA,NA,NA
"4377",2013,NA,2e+06,"Drama","Horror",NA,NA,NA,NA
"4378",2013,NA,1750000,"Adventure","Family",NA,NA,NA,NA
"4379",2007,12589108,NA,"Horror",NA,NA,NA,NA,NA
"4380",1972,NA,1700000,"Adventure","Drama",NA,NA,NA,NA
"4381",2001,35918429,1700000,"Action","Sci-Fi",NA,NA,NA,NA
"4382",2010,92401,2e+06,"Crime","Drama",NA,NA,NA,NA
"4383",1999,1943649,1700000,"Horror","Thriller",NA,NA,NA,NA
"4384",2004,992238,1700000,"Comedy","Crime","Romance",NA,NA,NA
"4385",2013,4231500,1e+06,"Drama","Romance",NA,NA,NA,NA
"4386",2004,396035,1e+06,"Drama","Romance",NA,NA,NA,NA
"4387",1938,NA,1644736,"Drama","Romance",NA,NA,NA,NA
"4388",1953,NA,1650000,"Comedy","Drama","Romance",NA,NA,NA
"4389",1949,NA,1600000,"Drama","Romance","War",NA,NA,NA
"4390",2013,2507106,NA,"Western",NA,NA,NA,NA,NA
"4391",1999,6026908,2e+06,"Drama","Music",NA,NA,NA,NA
"4392",2010,2592808,NA,"Comedy","Drama",NA,NA,NA,NA
"4393",2007,1060591,1300000,"Crime","Drama","Thriller",NA,NA,NA
"4394",2014,NA,NA,"Comedy","Drama","Romance",NA,NA,NA
"4395",2006,155972,1500000,"Horror","Thriller",NA,NA,NA,NA
"4396",1974,NA,1600000,"Comedy","Drama","Romance",NA,NA,NA
"4397",2005,129319,7e+07,"Drama","Mystery","Thriller",NA,NA,NA
"4398",1969,26893,1600000,"Romance",NA,NA,NA,NA,NA
"4399",2003,2580,1650000,"Crime","Drama","Romance",NA,NA,NA
"4400",2016,NA,NA,"Drama","Mystery",NA,NA,NA,NA
"4401",2004,58885635,2.6e+07,"Horror",NA,NA,NA,NA,NA
"4402",2007,19067631,2e+06,"Action","Horror","Thriller",NA,NA,NA
"4403",1988,11806119,1100000,"Comedy","Drama","Romance",NA,NA,NA
"4404",1939,NA,1500000,"Action","Biography","Drama","Sport",NA,NA
"4405",1995,7417210,1500000,"Comedy","Drama",NA,NA,NA,NA
"4406",2005,7362100,1500000,"Drama",NA,NA,NA,NA,NA
"4407",2001,7022940,1e+06,"Comedy","Drama",NA,NA,NA,NA
"4408",2009,190666,NA,"Comedy","Drama","Romance",NA,NA,NA
"4409",2016,NA,1.7e+07,"Comedy","Drama",NA,NA,NA,NA
"4410",1945,NA,1696377,"Action",NA,NA,NA,NA,NA
"4411",1994,5132222,2e+06,"Film-Noir","Mystery","Romance","Thriller",NA,NA
"4412",1998,2365931,1500000,"Drama","Mystery","Romance",NA,NA,NA
"4413",2010,53991137,1500000,"Comedy","Crime","Drama","Romance",NA,NA
"4414",1984,NA,1500000,"Fantasy","Horror","Mystery","Thriller",NA,NA
"4415",2000,1221261,1500000,"Comedy","Crime","Sci-Fi","Thriller",NA,NA
"4416",2012,2408553,NA,"Crime","Drama","Thriller",NA,NA,NA
"4417",2005,712294,1500000,"Documentary","War",NA,NA,NA,NA
"4418",2013,3447339,1500000,"Drama",NA,NA,NA,NA,NA
"4419",1993,418953,1500000,"Comedy","Romance",NA,NA,NA,NA
"4420",2001,406035,1500000,"Crime","Drama","Thriller",NA,NA,NA
"4421",2007,402820,NA,"Drama",NA,NA,NA,NA,NA
"4422",2014,NA,1500000,"Drama","Romance",NA,NA,NA,NA
"4423",2001,373967,1500000,"Action","Horror","Thriller",NA,NA,NA
"4424",2006,194568,1500000,"Horror","Mystery",NA,NA,NA,NA
"4425",2010,NA,NA,"Comedy","Romance",NA,NA,NA,NA
"4426",2006,NA,1500000,"Drama","Family",NA,NA,NA,NA
"4427",1936,163245,1500000,"Comedy","Horror",NA,NA,NA,NA
"4428",2002,119841,1500000,"Comedy","Drama","Family",NA,NA,NA
"4429",2007,173066,1500000,"Drama",NA,NA,NA,NA,NA
"4430",2005,92362,1500000,"Comedy","Fantasy",NA,NA,NA,NA
"4431",2015,105943,1500000,"Comedy","Drama",NA,NA,NA,NA
"4432",2005,NA,1500000,"Comedy",NA,NA,NA,NA,NA
"4433",2010,183490,1700000,"Drama","Music","Romance",NA,NA,NA
"4434",2008,3478,1500000,"Drama","War",NA,NA,NA,NA
"4435",2008,52166,2e+06,"Fantasy","Horror",NA,NA,NA,NA
"4436",2015,NA,1500000,"Drama",NA,NA,NA,NA,NA
"4437",2012,1163508,2500000,"Comedy","Drama","Romance",NA,NA,NA
"4438",2014,NA,350000,"Drama","Fantasy","Horror","Thriller",NA,NA
"4439",2005,NA,1500000,"Comedy","Horror","Mystery",NA,NA,NA
"4440",2005,NA,1500000,"Documentary",NA,NA,NA,NA,NA
"4441",2013,NA,1500000,"Drama","Fantasy","Romance",NA,NA,NA
"4442",2014,NA,5e+06,"Comedy","Drama",NA,NA,NA,NA
"4443",2014,NA,1500000,"Comedy","Drama",NA,NA,NA,NA
"4444",2015,NA,2e+06,"Sci-Fi",NA,NA,NA,NA,NA
"4445",2015,NA,1500000,"Comedy","Drama","Family",NA,NA,NA
"4446",2012,80033643,6e+07,"Action","Crime","Thriller",NA,NA,NA
"4447",2015,NA,1500000,"Action","Crime","Mystery","Thriller",NA,NA
